,Abbreviation,Description,Reaction
10042,EX_2oxoadp_e,Exchange of 2-Oxoadipate,2oxoadp_e <==> 
10043,EX_3hmp_e,Exchange of 3-Hydroxy-2-Methylpropanoate,3hmp_e <==> 
10044,EX_3mhis_e,Exchange of Methyl-Histidine,3mhis_e <==> 
10045,EX_4aabutn_e,Exchange of 4-Acetamidobutanoate,4aabutn_e <==> 
10046,EX_5HPET_e,Exchange of 5(S)-HPETE,5HPET_e <==> 
10047,EX_7dhchsterol_e,"Exchange of Cholesta-5, 7-Dien-3Beta-Ol",7dhchsterol_e <==> 
10048,EX_acgly_e,Exchange of Acetyl-Glycine,acgly_e <==> 
10049,EX_aclys_e,Exchange of Acetyl-Lysine,aclys_e <==> 
10050,EX_acorn_e,Exchange of N (2)-Acetyl-L-Ornithine,acorn_e <==> 
10051,EX_acthr__L_e,Exchange of Acetyl-Threonine,acthr__L_e <==> 
10052,EX_and19one_e,"Exchange of 19-Hydroxyandrost-4-Ene-3, 17-Dione",and19one_e <==> 
10053,EX_aracheth_e,Exchange of O-Arachidonoyl Ethanolamine,aracheth_e <==> 
10054,EX_C06314_e,Exchange of Lipoxin A4,C06314_e <==> 
10055,EX_C14771_e,"Exchange of 14, 15-EET",C14771_e <==> 
10056,EX_C14825_e,Exchange of 9 (10)-Epome,C14825_e <==> 
10057,EX_CE0955_e,6-Oxo-Prostaglandin F1Alpha,CE0955_e <==> 
10058,EX_CE1556_e,Exchange of N-Acetyl-L-Asparagine,CE1556_e <==> 
10059,EX_CE5304_e,Exchange of 15-Deoxy-Pgd2,CE5304_e <==> 
10060,EX_CE6031_e,Exchange of Androsterone Sulfate,CE6031_e <==> 
10061,EX_CE6247_e,"Exchange of 5, 12, 20-Trihete",CE6247_e <==> 
10062,EX_CE7082_e,Exchange of 15(S)-HEPE,CE7082_e <==> 
10063,EX_CE7083_e,Exchange of Leukotriene B5,CE7083_e <==> 
10064,EX_CE7172_e,"Exchange of 14, 15-DIHETE",CE7172_e <==> 
10065,EX_didecaeth_e,"Exchange of C12:0-Ethanolamide, Didecanoyl Ethanolamide",didecaeth_e <==> 
10066,EX_dodecanac_e,Exchange of Dodecanedioic Acid,dodecanac_e <==> 
10067,EX_forglu_e,Exchange of N-Formimidoyl-L-Glutamate,forglu_e <==> 
10068,EX_HC00900_e,Exchange of Methylmalonate,HC00900_e <==> 
10069,EX_hexdeceeth_e,"Exchange of Hexadecenoyl Ethanolamide, C16:1-Ethanolamide (Delta 9)",hexdeceeth_e <==> 
10070,EX_hexdiac_e,Exchange of Hexadecanediocacid,hexdiac_e <==> 
10071,EX_hxcoa_e,Exchange of Hexanoate,hxcoa_e <==> 
10072,EX_leuktrB4woh_e,Exchnage for W-Hydroxyl Leukotriene B4,leuktrB4woh_e <==> 
10073,EX_lineth_e,Exchange of Linoleoyl Ethanolamide,lineth_e <==> 
10074,EX_lnlccrn_e,Exchange of Linoleyl Carnitine,lnlccrn_e <==> 
10075,EX_magarachi_hs_e,Exchange of 1-Arachidonoyl Glycerol,magarachi_hs_e <==> 
10076,EX_maglinl_hs_e,Exchange of 1-Linoleoylglycerol,maglinl_hs_e <==> 
10077,EX_magole_hs_e,Exchange of 1-Oleoylglycerol,magole_hs_e <==> 
10078,EX_magpalm_hs_e,Exchange of 1-Palmitoylglycerol,magpalm_hs_e <==> 
10079,EX_magste_hs_e,Exchange of 1-Stearoylglycerol,magste_hs_e <==> 
10080,EX_mev__R_e,Exchange of (R)-Mevalonate,mev__R_e <==> 
10081,EX_Nacasp_e,Exchange of N-Acetyl-L-Aspartate,Nacasp_e <==> 
10082,EX_oleth_e,Exchange of Oleoyl Ethanolamide,oleth_e <==> 
10083,EX_pailar_hs_e,Exchange of 1-Arachidonoylglycerophosphoinositol,pailar_hs_e <==> 
10084,EX_pchol2linl_hs_e,Exchange of 2-Linoleoylglycerophosphocholine,pchol2linl_hs_e <==> 
10085,EX_pchol2ole_hs_e,Exchange of 2-Oleoylglycerophosphocholine,pchol2ole_hs_e <==> 
10086,EX_pchol2palm_hs_e,Exchange of 2-Palmitoylglycerophosphocholine,pchol2palm_hs_e <==> 
10087,EX_pchol2ste_hs_e,Exchange of 2-Stearoylglycerophosphocholine,pchol2ste_hs_e <==> 
10088,EX_pcholeic_hs_e,"Exchange of 1-Eicosadienoylglycerophosphocholine (Delta 11, 14)",pcholeic_hs_e <==> 
10089,EX_pcholet_hs_e,"Exchange of 1-Eicosatrienoylglycerophosphocholine (Delta 11, 14, 17)",pcholet_hs_e <==> 
10090,EX_pchollinl_hs_e,"Exchange of 1-Linoleoylglycerophosphocholine (Delta 9, 12)",pchollinl_hs_e <==> 
10091,EX_pcholmyr_hs_e,Exchange of 1-Myristoylglycerophosphocholine,pcholmyr_hs_e <==> 
10092,EX_pcholn19_hs_e,"Exchange of 1-NoNADecanoylglycerophosphocholine, Sn1-Lpc (19:0)",pcholn19_hs_e <==> 
10093,EX_pcholn201_hs_e,"Exchange of 1-Eicosenoylglycerophosphocholine (Delta 11) , Sn1-Lpc (20:1)",pcholn201_hs_e <==> 
10094,EX_pcholn203_hs_e,"Exchange of 1-Dihomo-Linolenoylglycerophosphocholine (20:3, Delta 8, 11, 14), Lysopc A C20:3",pcholn203_hs_e <==> 
10095,EX_pcholn204_hs_e,"Exchange of 1-Eicosatetraenoylglycerophosphocholine (Delta 8, 11, 14, 17), Sn1-Lpc (20:4)",pcholn204_hs_e <==> 
10096,EX_pcholn205_hs_e,"Exchange of 1-Eicosapentenoylglycerophosphocholine (Delta 5, 8, 11, 14, 17), Sn1-Lpc (20:5)",pcholn205_hs_e <==> 
10097,EX_pcholn224_hs_e,"Exchange of 1-Docosatetraenoylglycerophosphocholine (Delta 7, 10, 13, 16), Sn1-Lpc (22:4)",pcholn224_hs_e <==> 
10098,EX_pcholn225_hs_e,"Exchange of 1-Docosapentenoylglycerophosphocholine (Delta 7, 10, 13, 16, 19), Sn1-Lpc (22:5)-W3",pcholn225_hs_e <==> 
10099,EX_pcholn28_hs_e,Exchange of Lysopc A C28:0,pcholn28_hs_e <==> 
10100,EX_pe12_hs_e,Exchange of 1-Didecanoylglycerophosphoethanolamine (C12:0 Pe),pe12_hs_e <==> 
10101,EX_pe14_hs_e,Exchange of 1-Myristoylglycerophosphoethanolamine (C14:0 Pe),pe14_hs_e <==> 
10102,EX_pelinl_hs_e,"Exchange of 1-Linoleoylglycerophosphoethanolamine (Delta 9, 12)",pelinl_hs_e <==> 
10103,EX_pendecaeth_e,Exchange of Pentadecanoyl Thanolamide (C15:0),pendecaeth_e <==> 
10104,EX_peste_hs_e,Exchange of 1-Stearoylglycerophosphoethanolamine,peste_hs_e <==> 
10105,EX_sphmyln180241_hs_e,Exchange of Sphingomyelin (D18:0/24:1),sphmyln180241_hs_e <==> 
10106,EX_sphmyln18117_hs_e,Exchange of Sphingomyelin (D18:1/17:0),sphmyln18117_hs_e <==> 
10107,EX_sphmyln18118_hs_e,Exchange of Sphingomyelin (D18:1/18:0),sphmyln18118_hs_e <==> 
10108,EX_sphmyln18120_hs_e,Exchange of Sphingomyelin (D18:1/20:0),sphmyln18120_hs_e <==> 
10109,EX_sphmyln181201_hs_e,Exchange of Sphingomyelin (D18:1/20:1),sphmyln181201_hs_e <==> 
10110,EX_sphmyln18123_hs_e,Exchange of Sphingomyelin (D18:1/23:0),sphmyln18123_hs_e <==> 
10111,EX_sphmyln1824_hs_e,Exchange of Sphingomyelin (D18:0/24:0),sphmyln1824_hs_e <==> 
10112,EX_steeth_e,Exchange of Stearoyl Ethanolamide,steeth_e <==> 
10113,EX_tetdecaeth_e,"Exchange of C14:0-Ethanolamide, Tetradecanoyl Ethanolamide",tetdecaeth_e <==> 
10114,EX_thrnt_e,Exchange of L-Threonate,thrnt_e <==> 
10115,EX_tmlys_e,"Exchange of N6, N6, N6-Trimethyl-L-Lysine",tmlys_e <==> 
10116,EX_urcan_e,Exchange of Urocanate,urcan_e <==> 
10117,EX_xolest181_hs_e,"Exchange of 1-Vaccenoyl-Cholesterol, Cholesterol-Ester (18:1, Delta 11)",xolest181_hs_e <==> 
10118,EX_xolest182_hs_e,"Exchange of 1-Linoleoyl-Cholesterol, Cholesterol-Ester (18:2, Delta 9, 12)",xolest182_hs_e <==> 
10119,EX_xolest183_hs_e,"Exchange of 1-Gamma-Linolenoyl-Cholesterol, Cholesterol-Ester (18:3, Delta 6, 9, 12)",xolest183_hs_e <==> 
10120,EX_xolest204_hs_e,"Exchange of Cholesteryl Arachidonate, Cholesterol-Ester (20:4, Delta 5, 8, 11, 14)",xolest204_hs_e <==> 
10121,EX_xolest226_hs_e,"Exchange of Cholesteryl Docosahexanoate, Cholesterol-Ester (22:6, Delta 4, 7, 10, 13, 16, 19)",xolest226_hs_e <==> 
10122,LYSACm,Acetylation of Lysine,accoa_m + lys__L_m <==> h_m + coa_m + aclys_m
10123,GLYC_Rt,"Transport of D-Glycerate, Diffusion",glyc__R_c <==> glyc__R_e
10124,HC00319t1,"Malonate Transport, Antiport with Chloride",cl_e + HC00319_c <==> cl_c + HC00319_e
10125,HC00900t2,"Transport of Methylmalonate, Antiport with Sulphate",so4_e + HC00900_c <==> so4_c + HC00900_e
10126,HC00900t3,"Transport of Methylmalonate, Antiport with Thio-Sulphate",tsul_e + HC00900_c <==> tsul_c + HC00900_e
10127,HEPDECETH,Formation of Heptadecanoyl Thanolamide (C17:0),h2o_e + pe15_hs_e <==> pa_hs_e + hepdeceth_e
10128,HEXDIACtd,Transport of Hexadecanediocacid by Diffusion,hexdiac_c <==> hexdiac_e
10129,HGENTISt,Transport of Homogentisate,hgentis_c <==> hgentis_e
10130,HMCARNt,Transport of Homocarnosine,h_e + ca2_c + hmcarn_c <==> h_c + ca2_e + hmcarn_e
10131,HXCOAm,"Acyl-Coenzyme A Hydrolase, Mitochondrial",h2o_m + hxcoa_m <==> h_m + coa_m + hxa_m
10132,HXCOAx,"Acylcoa Hydrolase, Peroxisome",h2o_x + hxcoa_x <==> h_x + coa_x + hxa_x
10133,LCYSTt,"Transport of L-Cysteate, Taurine Transport System",2.0 na1_e + cl_e + Lcyst_e <==> Lcyst_c + 2.0 na1_c + cl_c
10134,LEUKTRB4WCOOHt,"Transport of W-Carboxy Leukotriene B4, Active Transport",h2o_c + atp_c + leuktrB4wcooh_c <==> h_c + adp_c + pi_c + leuktrB4wcooh_e
10135,LEUKTRB4WOHt,"Transport of W-Hydroxyl Leukotriene B4, Active Transport",h2o_c + atp_c + leuktrB4woh_c <==> h_c + adp_c + pi_c + leuktrB4woh_e
10136,LEUKTRB4WOHtr,"Transport of W-Hydroxyl Leukotriene B4, Intracellular Transport",h2o_r + atp_r + leuktrB4woh_r <==> adp_r + h_r + pi_r + leuktrB4woh_c
10137,LPIPECOLt,"Transport of L-Pipecolic Acid by Sodium Symport, Extracellular",na1_c + Lpipecol_c <==> na1_e + Lpipecol_e
10138,LPIPECOLtx,"Transport of L-Pipecolic Acid by Sodium Symport, Intracellular",na1_c + Lpipecol_c <==> Lpipecol_x + na1_x
10139,OAAt_1,"Transport of Oxaloacetate, Proton Symport",h_c + oaa_c <==> h_e + oaa_e
10140,pac,Transport of Phenylacetate by Diffusion,pac_c <==> pac_e
10141,PROSTGI2c,Formation of Prostaglandin I2,prostgi2_c <==> 15kprostgf2_c
10142,SACCRP_Lte,"Transport of L-Saccharopinate, Intracellular",saccrp__L_c <==> saccrp__L_m
10143,TETDECA511ACtd,"Transport of Cis-5, 8-Tetradecadienoic Acid, Diffusion",tetdeca511ac_c <==> tetdeca511ac_e
10144,TETDECAETH,Formation of C14:0-Ethanolamide,h2o_e + pe12_hs_e <==> pa_hs_e + tetdecaeth_e
10145,THRNTt,Transport of L-Threonate by Active Transport,h2o_c + atp_c + thrnt_c <==> h_c + adp_c + pi_c + thrnt_e
10146,TMLYStd,"Transport of N6, N6, N6-Trimethyl-L-Lysine, Diffusion",tmlys_c <==> tmlys_e
10147,TRIDECETH,Formation of C13:0-Ethanolamide,h2o_e + pe13_hs_e <==> pa_hs_e + trideceth_e
10148,TTDCEAATP,Active Transport of Tetradecenoate (N-C14:1),h2o_c + atp_c + ttdcea_c <==> h_c + adp_c + pi_c + ttdcea_e
10149,TXB2c,Formation of Thromboxane B2,h2o_c + txa2_c <==> txb2_c
10150,WHARACHDtr,"Transport of W-Hydroxyl Arachidonic Acid, Intracellular",h2o_r + atp_r + wharachd_r <==> adp_r + h_r + pi_r + wharachd_c
10151,ACILEm,Acetylation of Isoleucine,accoa_m + ile__L_m <==> h_m + coa_m + acile__L_m
10152,ACILEtm,"Transport of Acetyl Isoleucine, Intracellular",acile__L_m <==> acile__L_c
10153,EX_acile__L_e,Exchange of Acetyl Isoleucine,acile__L_e <==> 
10154,ACLEUtm,"Transport of Acetyl Leucine, Intracellular",acleu__L_m <==> acleu__L_c
10155,EX_acleu__L_e,Exchange of Acetyl Leucine,acleu__L_e <==> 
10156,ACHOMtm,"Transport of Acetyl Homoserine, Intracellular",achom__L_m <==> achom__L_c
10157,EX_achom__L_e,Exchange of Acetyl Homoserine,achom__L_e <==> 
10158,PHACGLYt,"Transport of Phenylacetylglycine, Extracellular",phacgly_c <==> phacgly_e
10159,EX_estriol_e,Exchange of Estriol,estriol_e <==> 
10160,EX_acglu_e,Exchange of N-Acetyl-L-Glutamate,acglu_e <==> 
10161,EX_CE2510_e,Exchange of 11-Cis-Eicosenoate,CE2510_e <==> 
10162,EX_phlac_e,Exchange of Phenyl Lactate,phlac_e <==> 
10163,TTDCEAt,"Transport of Tetradecenoate (N-C14:1), Diffusion",ttdcea_c <==> ttdcea_e
10164,3HPPPNOHGLUCc,Glucuronidation of 3- (3-Hydroxyphenyl)Propionate Hydroxy Derivative,udpglcur_c + 3hpppnoh_c <==> h_c + udp_c + 3hpppnohgluc_c
10165,HC02220c,Formation of Sulfochenodeoxycholate,paps_c + C02528_c <==> h_c + pap_c + HC02220_c
10166,HC02194c,Formation of Ursodeoxycholate,h_c + nadph_c + 7klitchol_c <==> nadp_c + HC02194_c
10167,HC02197c,Formation of Sulfoglycolithocholate,paps_c + HC02193_c <==> h_c + pap_c + HC02197_c
10168,HC02198c,Taurolithocholic Acid 3-Sulfate,paps_c + HC02192_c <==> h_c + pap_c + HC02198_c
10169,HC02195te,"Transport of Bile Acid, Tauroursodeoxycholate, Active Transport",h2o_c + atp_c + HC02195_c <==> h_c + adp_c + pi_c + HC02195_e
10170,DM_k_c,Demand for Potassium,k_c <==> 
10171,PCSF,P-Cresol Sulfate Formation from P-Cresol,paps_c + pcresol_c <==> pap_c + pcs_c
10172,PCRESOLup,P-Cresol Uptake into the Liver,pcresol_e <==> pcresol_c
10173,EX_pheacgly_e,Exchange of Phenylacetylglycine ,pheacgly_e <==> 
10174,EX_pcresol_e,P-Cresol Exchange,pcresol_e <==> 
10175,EX_pcs_e,Exchange of P-Cresol Sulfate ,pcs_e <==> 
10176,MEPIt,Transport of Metanephrine,mepi_e <==> mepi_c
10177,RETINALt,Transport of Retinal,retinal_c <==> retinal_e
10178,1MNCAMt,Transport of 1-Methylnicotinamide,1mncam_e <==> 1mncam_c
10179,LEULEUt,"Transport of Leucylleucine, Reversible",leuleu_c <==> leuleu_e
10180,PROGLyt,Transport of Prolylglycine,progly_c <==> progly_e
10181,THBPTt,"Transport of 5,6,7,8-Tetrahydrobiopterin",thbpt_c <==> thbpt_e
10182,EX_retinal_e,Exchange of Retinal,retinal_e <==> 
10183,EX_thbpt_e,"Exchange of 5,6,7,8-Tetrahydrobiopterin",thbpt_e <==> 
10184,EX_alaargcys_e,Exchange of AlaArgCys,alaargcys_e <==> 
10185,EX_alaarggly_e,Exchange of AlaArgGly,alaarggly_e <==> 
10186,EX_alaasnleu_e,Exchange of AlaAsnLeu,alaasnleu_e <==> 
10187,EX_alahisala_e,Exchange of AlaHisAla,alahisala_e <==> 
10188,EX_alalysthr_e,Exchange of AlaLysThr,alalysthr_e <==> 
10189,EX_argalaala_e,Exchange of ArgAlaAla,argalaala_e <==> 
10190,EX_argalathr_e,Exchange of ArgAlaThr,argalathr_e <==> 
10191,EX_argarglys_e,Exchange of ArgArgLys,argarglys_e <==> 
10192,EX_argargmet_e,Exchange of ArgArgMet,argargmet_e <==> 
10193,EX_argcysser_e,Exchange of ArgCysSer,argcysser_e <==> 
10194,EX_arggluglu_e,Exchange of ArgGluGlu,arggluglu_e <==> 
10195,EX_argglupro_e,Exchange of ArgGluPro,argglupro_e <==> 
10196,EX_arghisthr_e,Exchange of ArgHisThr,arghisthr_e <==> 
10197,EX_argpromet_e,Exchange of ArgProMet,argpromet_e <==> 
10198,EX_argprothr_e,Exchange of ArgProThr,argprothr_e <==> 
10199,EX_argtyrval_e,Exchange of ArgtyrVal,argtyrval_e <==> 
10200,EX_asncyscys_e,Exchange of AsnCysCys,asncyscys_e <==> 
10201,EX_asnmetpro_e,Exchange of AsnMetPro,asnmetpro_e <==> 
10202,EX_asnpheasp_e,Exchange of AsnPheAsp,asnpheasp_e <==> 
10203,EX_asntyrphe_e,Exchange of AsntyrPhe,asntyrphe_e <==> 
10204,EX_aspasnglu_e,Exchange of AspAsnGlu,aspasnglu_e <==> 
10205,EX_aspglutrp_e,Exchange of AspGluTrp,aspglutrp_e <==> 
10206,EX_asphispro_e,Exchange of AspHisPro,asphispro_e <==> 
10207,EX_asplyshis_e,Exchange of AspLysHis,asplyshis_e <==> 
10208,EX_aspprolys_e,Exchange of AspProLys,aspprolys_e <==> 
10209,EX_cysaspphe_e,Exchange of CysAspPhe,cysaspphe_e <==> 
10210,EX_cyscys_e,Exchange of CysCys,cyscys_e <==> 
10211,EX_cysleuthr_e,Exchange of CysLeuThr,cysleuthr_e <==> 
10212,EX_cystyrasn_e,Exchange of CystyrAsn,cystyrasn_e <==> 
10213,EX_glnhishis_e,Exchange of GlnHisHis,glnhishis_e <==> 
10214,EX_glnhislys_e,Exchange of GlnHisLys,glnhislys_e <==> 
10215,EX_glnlyslys_e,Exchange of GlnLysLys,glnlyslys_e <==> 
10216,EX_glnlystrp_e,Exchange of GlnLysTrp,glnlystrp_e <==> 
10217,EX_glnproglu_e,Exchange of GlnProGlu,glnproglu_e <==> 
10218,EX_gluargleu_e,Exchange of GluArgLeu,gluargleu_e <==> 
10219,EX_gluthr_e,Exchange of GluThr,gluthr_e <==> 
10220,EX_gluthrlys_e,Exchange of GluThrLys,gluthrlys_e <==> 
10221,EX_glutrpala_e,Exchange of GluTrpAla,glutrpala_e <==> 
10222,EX_glytyrlys_e,Exchange of GlytyrLys,glytyrlys_e <==> 
10223,EX_glyvalhis_e,Exchange of GlyValHis,glyvalhis_e <==> 
10224,EX_hisargcys_e,Exchange of HisArgCys,hisargcys_e <==> 
10225,EX_hiscyscys_e,Exchange of HisCysCys,hiscyscys_e <==> 
10226,EX_hisglylys_e,Exchange of HisGlyLys,hisglylys_e <==> 
10227,EX_hishislys_e,Exchange of HisHisLys,hishislys_e <==> 
10228,EX_hislysala_e,Exchange of HisLysAla,hislysala_e <==> 
10229,EX_hislysthr_e,Exchange of HisLysThr,hislysthr_e <==> 
10230,EX_hismet_e,Exchange of HisMet,hismet_e <==> 
10231,EX_hisphearg_e,Exchange of HisPheArg,hisphearg_e <==> 
10232,EX_hisprolys_e,Exchange of HisProLys,hisprolys_e <==> 
10233,EX_histrphis_e,Exchange of HisTrpHis,histrphis_e <==> 
10234,EX_ileasnhis_e,Exchange of IleAsnHis,ileasnhis_e <==> 
10235,EX_ileasp_e,Exchange of IleAsp,ileasp_e <==> 
10236,EX_ileprolys_e,Exchange of IleProLys,ileprolys_e <==> 
10237,EX_leuasplys_e,Exchange of LeuAspLys,leuasplys_e <==> 
10238,EX_leuleutrp_e,Exchange of LeuLeuTrp,leuleutrp_e <==> 
10239,EX_leupro_e,Exchange of LeuPro,leupro_e <==> 
10240,EX_leusertrp_e,Exchange of LeuSerTrp,leusertrp_e <==> 
10241,EX_leutrp_e,Exchange of LeuTrp,leutrp_e <==> 
10242,EX_leutrparg_e,Exchange of LeuTrpArg,leutrparg_e <==> 
10243,EX_leuval_e,Exchange of LeuVal,leuval_e <==> 
10244,EX_lysglnphe_e,Exchange of LysGlnPhe,lysglnphe_e <==> 
10245,EX_lysgluglu_e,Exchange of LysGluGlu,lysgluglu_e <==> 
10246,EX_lyslyslys_e,Exchange of LysLysLys,lyslyslys_e <==> 
10247,EX_lyspheile_e,Exchange of LysPheIle,lyspheile_e <==> 
10248,EX_lysvalphe_e,Exchange of LysValPhe,lysvalphe_e <==> 
10249,EX_metglyarg_e,Exchange of MetGlyArg,metglyarg_e <==> 
10250,EX_metmetile_e,Exchange of MetMetIle,metmetile_e <==> 
10251,EX_mettrpphe_e,Exchange of MetTrpPhe,mettrpphe_e <==> 
10252,EX_pheasnmet_e,Exchange of PheAsnMet,pheasnmet_e <==> 
10253,EX_pheasp_e,Exchange of PheAsp,pheasp_e <==> 
10254,EX_pheleuasp_e,Exchange of PheLeuAsp,pheleuasp_e <==> 
10255,EX_phelysala_e,Exchange of PheLysAla,phelysala_e <==> 
10256,EX_phephe_e,Exchange of PhePhe,phephe_e <==> 
10257,EX_phephethr_e,Exchange of PhePheThr,phephethr_e <==> 
10258,EX_phethrlys_e,Exchange of PheThrLys,phethrlys_e <==> 
10259,EX_phetrpleu_e,Exchange of PheTrpLeu,phetrpleu_e <==> 
10260,EX_phetyrgln_e,Exchange of PhetyrGln,phetyrgln_e <==> 
10261,EX_prohistyr_e,Exchange of ProHistyr,prohistyr_e <==> 
10262,EX_proleuarg_e,Exchange of ProLeuArg,proleuarg_e <==> 
10263,EX_proproarg_e,Exchange of ProProArg,proproarg_e <==> 
10264,EX_protrplys_e,Exchange of ProTrpLys,protrplys_e <==> 
10265,EX_protrpthr_e,Exchange of ProTrpThr,protrpthr_e <==> 
10266,EX_serargala_e,Exchange of SerArgAla,serargala_e <==> 
10267,EX_sercysarg_e,Exchange of SerCysArg,sercysarg_e <==> 
10268,EX_sertrphis_e,Exchange of SerTrpHis,sertrphis_e <==> 
10269,EX_thrasntyr_e,Exchange of ThrAsntyr,thrasntyr_e <==> 
10270,EX_thrilearg_e,Exchange of ThrIleArg,thrilearg_e <==> 
10271,EX_thrmetarg_e,Exchange of ThrMetArg,thrmetarg_e <==> 
10272,EX_thrphearg_e,Exchange of ThrPheArg,thrphearg_e <==> 
10273,EX_thrserarg_e,Exchange of ThrSerArg,thrserarg_e <==> 
10274,EX_thrthrarg_e,Exchange of ThrThrArg,thrthrarg_e <==> 
10275,EX_trpalapro_e,Exchange of TrpAlaPro,trpalapro_e <==> 
10276,EX_trpargala_e,Exchange of TrpArgAla,trpargala_e <==> 
10277,EX_trpaspasp_e,Exchange of TrpAspAsp,trpaspasp_e <==> 
10278,EX_trpglutyr_e,Exchange of TrpGlutyr,trpglutyr_e <==> 
10279,EX_trpiletrp_e,Exchange of TrpIleTrp,trpiletrp_e <==> 
10280,EX_trplys_e,Exchange of TrpLys,trplys_e <==> 
10281,EX_trpmetval_e,Exchange of TrpMetVal,trpmetval_e <==> 
10282,EX_trpprogly_e,Exchange of TrpProGly,trpprogly_e <==> 
10283,EX_trpproleu_e,Exchange of TrpProLeu,trpproleu_e <==> 
10284,EX_trpsertyr_e,Exchange of TrpSertyr,trpsertyr_e <==> 
10285,EX_trpthrile_e,Exchange of TrpThrIle,trpthrile_e <==> 
10286,EX_trpthrtyr_e,Exchange of TrpThrtyr,trpthrtyr_e <==> 
10287,EX_trptyrgln_e,Exchange of TrptyrGln,trptyrgln_e <==> 
10288,EX_tyralaphe_e,Exchange of TyrAlaPhe,tyralaphe_e <==> 
10289,EX_tyrargser_e,Exchange of TyrArgSer,tyrargser_e <==> 
10290,EX_tyrglu_e,Exchange of TyrGlu,tyrglu_e <==> 
10291,EX_tyrtyr_e,Exchange of Tyrtyr,tyrtyr_e <==> 
10292,EX_tyrvalmet_e,Exchange of TyrValMet,tyrvalmet_e <==> 
10293,EX_valarggly_e,Exchange of ValArgGly,valarggly_e <==> 
10294,EX_vallystyr_e,Exchange of ValLystyr,vallystyr_e <==> 
10295,EX_valtrpphe_e,Exchange of ValTrpPhe,valtrpphe_e <==> 
10296,EX_valval_e,Exchange of ValVal,valval_e <==> 
10297,ALALYSTHRt,"Transport of AlaLysThr, Extracellular",h_e + alalysthr_e <==> h_c + alalysthr_c
10298,ARGALAPHEt,"Transport of ArgAlaPhe, Extracellular",h_e + argalaphe_e <==> h_c + argalaphe_c
10299,ARGARGMETt,"Transport of ArgArgMet, Extracellular",h_e + argargmet_e <==> h_c + argargmet_c
10300,ARGCYSGLYt,"Transport of ArgCysGly, Extracellular",h_e + argcysgly_e <==> h_c + argcysgly_c
10301,ARGGLUGLUt,"Transport of ArgGluGlu, Extracellular",h_e + arggluglu_e <==> h_c + arggluglu_c
10302,ARGGLYGLYt,"Transport of ArgGlyGly, Extracellular",h_e + argglygly_e <==> h_c + argglygly_c
10303,ARGHISTHRt,"Transport of ArgHisThr, Extracellular",h_e + arghisthr_e <==> h_c + arghisthr_c
10304,ARGLEUPHEt,"Transport of ArgLeuPhe, Extracellular",h_e + argleuphe_e <==> h_c + argleuphe_c
10305,ARGLYSASPt,"Transport of ArgLysAsp, Extracellular",h_e + arglysasp_e <==> h_c + arglysasp_c
10306,ARGPROMETt,"Transport of ArgProMet, Extracellular",h_e + argpromet_e <==> h_c + argpromet_c
10307,ARGSERSERt,"Transport of ArgSerSer, Extracellular",h_e + argserser_e <==> h_c + argserser_c
10308,ARGVALCYSt,"Transport of ArgValCys, Extracellular",h_e + argvalcys_e <==> h_c + argvalcys_c
10309,ASNASNARGt,"Transport of AsnAsnArg, Extracellular",h_e + asnasnarg_e <==> h_c + asnasnarg_c
10310,ASNMETPROt,"Transport of AsnMetPro, Extracellular",h_e + asnmetpro_e <==> h_c + asnmetpro_c
10311,ASNPHEASPt,"Transport of AsnPheAsp, Extracellular",h_e + asnpheasp_e <==> h_c + asnpheasp_c
10312,ASNTYRGLYt,"Transport of AsntyrGly, Extracellular",h_e + asntyrgly_e <==> h_c + asntyrgly_c
10313,ASNTYRTHRt,"Transport of AsntyrThr, Extracellular",h_e + asntyrthr_e <==> h_c + asntyrthr_c
10314,ASPALAARGt,"Transport of AspAlaArg, Extracellular",h_e + aspalaarg_e <==> h_c + aspalaarg_c
10315,ASPASNGLUt,"Transport of AspAsnGlu, Extracellular",h_e + aspasnglu_e <==> h_c + aspasnglu_c
10316,ASPGLUt,"Transport of AspGlu, Extracellular",h_e + aspglu_e <==> h_c + aspglu_c
10317,ASPGLUPROt,"Transport of AspGluPro, Extracellular",h_e + aspglupro_e <==> h_c + aspglupro_c
10318,ASPGLUTRPt,"Transport of AspGluTrp, Extracellular",h_e + aspglutrp_e <==> h_c + aspglutrp_c
10319,ASPHISPROt,"Transport of AspHisPro, Extracellular",h_e + asphispro_e <==> h_c + asphispro_c
10320,ASPLYSGLUt,"Transport of AspLysGlu, Extracellular",h_e + asplysglu_e <==> h_c + asplysglu_c
10321,ASPLYSHISt,"Transport of AspLysHis, Extracellular",h_e + asplyshis_e <==> h_c + asplyshis_c
10322,ASPMETASPt,"Transport of AspMetAsp, Extracellular",h_e + aspmetasp_e <==> h_c + aspmetasp_c
10323,ASPPROLYSt,"Transport of AspProLys, Extracellular",h_e + aspprolys_e <==> h_c + aspprolys_c
10324,CYSASNMETt,"Transport of CysAsnMet, Extracellular",h_e + cysasnmet_e <==> h_c + cysasnmet_c
10325,CYSGLNMETt,"Transport of CysGlnMet, Extracellular",h_e + cysglnmet_e <==> h_c + cysglnmet_c
10326,CYSLEUTHRt,"Transport of CysLeuThr, Extracellular",h_e + cysleuthr_e <==> h_c + cysleuthr_c
